id,source_platform,issue_id,title,description_excerpt,source_url,authority_tier,severity,severity_source,label,root_cause,attack_path,suggested_scope,suggestion_reason,reviewed_scope,review_notes
geth:ethereum-go-ethereum:GHSA-2gjw-fg97-vg3r,geth,GHSA-2gjw-fg97-vg3r,DoS via malicious p2p message,### Impact A vulnerable node can be forced to shutdown/crash using a specially crafted message. More details to be released later. ### Patches The problem is resolved in the v1.16.9 and v1.17.0 releases of Geth. ### Credit This issue was reported to the Ethereum Foundation Bug Bounty Program by Waleed Ahmed from vulsight.com,https://github.com/ethereum/go-ethereum/security/advisories/GHSA-2gjw-fg97-vg3r,A_authoritative,High,bounty-graded,crypto,resource_exhaustion,malicious_p2p_message,client_implementation,client product named in title/description,,
geth:ethereum-go-ethereum:GHSA-59hh-656j-3p7v,geth,GHSA-59hh-656j-3p7v,DoS via malicious snap/1 request,"### Impact A vulnerable node is susceptible to crash when processing a maliciously crafted message from a peer, via the `snap/1` protocol. The crash can be triggered by sending a malicious `snap/1` `GetTrieNodes` package. ### Details On September 21, 2021, geth-team member Gary Rong (@rjl493456442) found a way to crash the snap request handler . By using this vulnerability, a peer connected on the `snap/1` protocol could cause a vulnerable node to crash with a `panic`. In the `trie.TryGetNode` i",https://github.com/ethereum/go-ethereum/security/advisories/GHSA-59hh-656j-3p7v,A_authoritative,Medium,bounty-graded,state-trie,consensus_divergence,crafted_state,client_implementation,client product named in title/description,,
geth:ethereum-go-ethereum:GHSA-69v6-xc2j-r2jf,geth,GHSA-69v6-xc2j-r2jf,Shallow copy in the 0x4 precompile could lead to EVM memory corruption,"### Impact This is a Consensus vulnerability, which can be used to cause a chain-split where vulnerable nodes reject the canonical chain. Geth’s pre-compiled `dataCopy` (at `0x00...04`) contract did a shallow copy on invocation. An attacker could deploy a contract that - writes `X` to an EVM memory region `R`, - calls `0x00..04` with `R` as an argument, - overwrites `R` to `Y`, - and finally invokes the `RETURNDATACOPY` opcode. When this contract is invoked, a consensus-compliant node would push",https://github.com/ethereum/go-ethereum/security/advisories/GHSA-69v6-xc2j-r2jf,A_authoritative,High,bounty-graded,precompiles,improper_state_update,malicious_tx,client_implementation,client product named in title/description,,
geth:ethereum-go-ethereum:GHSA-9856-9gg9-qcmq,geth,GHSA-9856-9gg9-qcmq,RETURNDATA corruption via datacopy,"### Impact A vulnerability in the Geth EVM could cause a node to reject the canonical chain. ### Description A memory-corruption bug within the EVM can cause a consensus error, where vulnerable nodes obtain a different `stateRoot` when processing a maliciously crafted transaction. This, in turn, would lead to the chain being split in two forks. All Geth versions supporting the London hard fork are vulnerable (which predates London), so all users should update. This bug was exploited on Mainnet a",https://github.com/ethereum/go-ethereum/security/advisories/GHSA-9856-9gg9-qcmq,A_authoritative,High,bounty-graded,opcodes,consensus_divergence,malicious_tx,client_implementation,client product named in title/description,,
geth:ethereum-go-ethereum:GHSA-jm5c-rv3w-w83m,geth,GHSA-jm5c-rv3w-w83m,Denial of service via `MulMod`,"### Impact Denial-of-service (crash) during block processing ### Details Affected versions suffer from a vulnerability which can be exploited through the `MULMOD` operation, by specifying a modulo of `0`: `mulmod(a,b,0)`, causing a `panic` in the underlying library. The crash was in the `uint256` library, where a buffer [underflowed](https://github.com/holiman/uint256/blob/4ce82e695c10ddad57215bdbeafb68b8c5df2c30/uint256.go#L442). if `d == 0`, `dLen` remains `0` and https://github.com/holiman/ui",https://github.com/ethereum/go-ethereum/security/advisories/GHSA-jm5c-rv3w-w83m,A_authoritative,High,bounty-graded,opcodes,integer_overflow_underflow,malformed_input,client_implementation,client product named in title/description,,
geth:ghsa-advisory:GHSA-m6gx-rhvj-fh52,geth,GHSA-m6gx-rhvj-fh52,Denial of service due to Go CVE-2020-28362 [GHSA-m6gx-rhvj-fh52 CVE-2020-28362],"### Impact Versions of Geth built with Go `<1.15.5` or `<1.14.12` are most likely affected by a critical DoS-related security vulnerability. The golang team has registered the underlying flaw as ‘CVE-2020-28362’. We recommend all users to rebuild (ideally `v1.9.24`) with Go `1.15.5` or `1.14.12`, to avoid node crashes. Alternatively, if you are running binaries distributed via one of our official channels, we’re going to release `v1.9.24` ourselves built with Go `1.15.5`. ### Patches This is not",https://github.com/ethereum/go-ethereum/security/advisories/GHSA-m6gx-rhvj-fh52,A_authoritative,Critical,bounty-graded,other,resource_exhaustion,malformed_input,client_implementation,client product named in title/description,,
geth:ethereum-go-ethereum:GHSA-r33q-22hv-j29q,geth,GHSA-r33q-22hv-j29q,LES Server DoS via GetProofsV2,### Impact A DoS vulnerability can make a LES server crash via malicious `GetProofsV2` request from a connected LES client. ### Patches The vulnerability was patched in https://github.com/ethereum/go-ethereum/pull/21896. ### Workarounds This vulnerability only concerns users explicitly enabling `les` server; disabling `les` prevents the exploit. It can also be patched by manually applying the patch in https://github.com/ethereum/go-ethereum/pull/21896. ### For more information If you have any qu,https://github.com/ethereum/go-ethereum/security/advisories/GHSA-r33q-22hv-j29q,A_authoritative,Medium,bounty-graded,p2p,missing_input_validation,malformed_input,client_implementation,client product named in title/description,,
geth:ethereum-go-ethereum:GHSA-xw37-57qp-9mm4,geth,GHSA-xw37-57qp-9mm4,Consensus flaw during block processing,"### Impact A consensus-vulnerability in Geth could cause a chain split, where vulnerable versions refuse to accept the canonical chain. ### Description A flaw was repoted at 2020-08-11 by John Youngseok Yang (Software Platform Lab), where a particular sequence of transactions could cause a consensus failure. - Tx 1: - `sender` invokes `caller`. - `caller` invokes `0xaa`. `0xaa` has 3 wei, does a self-destruct-to-self - `caller` does a `1 wei` -call to `0xaa`, who thereby has 1 wei (the code in `",https://github.com/ethereum/go-ethereum/security/advisories/GHSA-xw37-57qp-9mm4,A_authoritative,High,bounty-graded,transactions,consensus_divergence,crafted_state,client_implementation,client product named in title/description,,
eb5202427514a50d,lighthouse,COMMIT#924a1345b1a6,Update zeroize_derive (#2625),"## Issue Addressed NA ## Proposed Changes As `cargo audit` astutely pointed out, the version of `zeroize_derive` were were using had a vulnerability: ``` Crate: zeroize_derive Version: 1.1.0 Title: `#[zeroize(drop)]` doesn't implement `Drop` for `enum`s Date: 2021-09-24 ID: RUSTSEC-2021-0115 URL: https://rustsec.org/advisories/RUSTSEC-2021-0115 Solution: Upgrade to >=1.2.0 ``` This PR updates `zeroize` and `zeroize_derive` to appease `cargo audit`. `tiny-bip39` was also updated to allow compile.",https://github.com/sigp/lighthouse/commit/924a1345b1a642e411f0603d35aa39804fd362cb,C_candidate,Info,upstream-cvss,bls,crypto_misuse,malformed_input,client_implementation,client product named in title/description,,
lighthouse:sigp-lighthouse:GHSA-wm9c-xvqq-5c28,lighthouse,GHSA-wm9c-xvqq-5c28,Incorrect processing of effective balances in Electra epoch processing,"Lighthouse versions `v7.0.0-beta.0` to `v7.0.0-beta.4` contain a bug in the implementation of `process_epoch` which affects all Electra-enabled networks. If you are running validators on an Electra network, you **must** upgrade them to `v7.0.0-beta.5` or newer. We are grateful to [`@alexfilippov314`](https://x.com/alexfilippov314) for reporting this vulnerability as part of the [Pectra security competition](https://cantina.xyz/competitions/1845d0b1-1d2b-42be-b347-a866d6549fca) coordinated by The",https://github.com/sigp/lighthouse/security/advisories/GHSA-wm9c-xvqq-5c28,A_authoritative,High,bounty-graded,beacon-chain:sync-committee,missing_input_validation,crafted_state,client_implementation,client product named in title/description,,
52a0b74179ac2fb5,lodestar,COMMIT#4b3ae7ab0bd1,chore: add `Uint8Array` type check to `bytesToBigInt` (#7920),"**Motivation** There is vulnerability in `toBigIntLE()` from `bigint-buffer` package if you pass it `null` or `undefined` that would cause a crash. ``` node: ../src/bigint-buffer.c:49: toBigInt: Assertion `status == napi_ok' failed. Aborted (core dumped) ``` However, I don't see any case in our code where this would happen or be an issue but since we export this function separately for anyone to use, it makes sense to add a sanity check that ensures it just throws an error instead of crashing. T",https://github.com/ChainSafe/lodestar/commit/4b3ae7ab0bd1b06bf80cff9fdb2adf44d450142f,A_authoritative,Info,llm-estimated,serialization,missing_input_validation,malformed_input,client_implementation,client product named in title/description,,
a4bfb41590b1a159,lodestar,COMMIT#8644a83c623c,deps: update the `elliptic` to fix a vulnerability  (#8374),**Motivation** Keep the dependencies safe from all vulnerabilities. **Description** - Fix a `critical` level vulnerability. https://github.com/advisories/GHSA-fc9h-whq2-v747 It's not critical for our beacon node or validator implementation but used in `@lodestar/prover` package. **Steps to test or reproduce** Run all tests,https://github.com/ChainSafe/lodestar/commit/8644a83c623c7eda1830d90ec5d67f3aed5aeec3,A_authoritative,Info,upstream-cvss,validator,missing_input_validation,malformed_input,client_implementation,client product named in title/description,,
bc36f78358adeec5,lodestar,CVE-2022-29219,AttesterSlashing number overflow,"### Impact Possible consensus split given maliciously-crafted `AttesterSlashing` or `ProposerSlashing` being included on-chain. Since we represent `uint64` values as native javascript `number`s, there is an issue when those variables with large (greater than 2^53) `uint64` values are included on chain. In those cases, Lodestar may view _valid_ `AttesterSlashing` or `ProposerSlashing` as _invalid_, due to rounding errors in large `number` values. This causes a consensus split, where Lodestar no [",https://nvd.nist.gov/vuln/detail/CVE-2022-29219,A_authoritative,High,upstream-cvss,beacon-chain:slashing,integer_overflow_underflow,malicious_block,client_implementation,client product named in title/description,,
lodestar:chainsafe-lodestar:GHSA-53rv-hcvm-rpp9,lodestar,GHSA-53rv-hcvm-rpp9,Lodestar snappy decompression issue,"### Impact Unintended permanent chain split affecting greater than or equal to 25% of the network, requiring hard fork (network partition requiring hard fork) ### Description Lodestar client may fail to decode snappy framing compressed messages. ### Vulnerability Details In Req/Resp protocol the message are encoded by using ssz_snappy encoding, which is basically snappy framing compression over ssz encoded message. It's mentioned here - https://github.com/ethereum/consensus-specs/blob/dev/specs/",https://github.com/ChainSafe/lodestar/security/advisories/GHSA-53rv-hcvm-rpp9,A_authoritative,Low,bounty-graded,p2p-interface,unhandled_error_or_nil,malicious_p2p_message,client_implementation,client product named in title/description,,
lodestar:chainsafe-lodestar:GHSA-m9c9-mc2h-9wjw,lodestar,GHSA-m9c9-mc2h-9wjw,Lodestar snappy checksum issue,"### Impact Unintended permanent chain split affecting greater than or equal to 25% of the network, requiring hard fork (network partition requiring hard fork) Lodestar does not verify checksum in snappy framing uncompressed chunks. ### Vulnerability Details In Req/Resp protocol the messages are encoded by using ssz_snappy encoding, which is a snappy framing compression over ssz encoded message. In snappy framing format there are uncompressed chunks, each such chunk is prefixed with a checksum. L",https://github.com/ChainSafe/lodestar/security/advisories/GHSA-m9c9-mc2h-9wjw,A_authoritative,Low,bounty-graded,p2p-interface,missing_input_validation,malicious_p2p_message,client_implementation,client product named in title/description,,
lodestar:scope-networking:PR#8927,lodestar,PR#8927,chore(deps-dev): bump ajv from 8.17.1 to 8.18.0,"Bumps [ajv](https://github.com/ajv-validator/ajv) from 8.17.1 to 8.18.0. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://github.com/ajv-validator/ajv/releases"">ajv's releases</a>.</em></p> <blockquote> <h2>v8.18.0</h2> <h2>What's Changed</h2> <ul> <li>feat: allow tree-shaking by adding <code>&quot;sideEffects&quot;: false</code> to <code>package.json</code> by <a href=""https://github.com/josdejong""><code>@​josdejong</code></a> in <a href=""https://redirect.github.c",https://github.com/ChainSafe/lodestar/pull/8927,A_authoritative,Unrated,upstream-cvss,p2p-interface,missing_input_validation,malformed_input,client_implementation,client product named in title/description,,
ea812e5ad2a3da8e,nethermind,CVE-2025-29072,CVE-2025-29072,"An integer overflow in Nethermind Juno before v.12.05 within the Sierra bytecode decompression logic within the ""cairo-lang-starknet-classes"" library could allow remote attackers to trigger an infinite loop (and high CPU usage) by submitting a malicious Declare v2/v3 transaction. This results in a denial-of-service condition for affected Starknet full-node implementations.",https://nvd.nist.gov/vuln/detail/CVE-2025-29072,A_authoritative,High,upstream-cvss,transactions,integer_overflow_underflow,malicious_tx,client_implementation,client product named in title/description,,
nimbus:consensus:PR#6805,nimbus,PR#6805,rm Nimbus book reference to import --method=single-salt,"A Trail of Bits audit of `ethstaker-deposit-cli` determined that reuse was cryptographically unsafe: - https://github.com/eth-educators/ethstaker-deposit-cli/issues/238 - https://github.com/eth-educators/ethstaker-deposit-cli/security/advisories/GHSA-c6rv-g6pj-r6qx - https://github.com/eth-educators/ethstaker-deposit-cli/releases/tag/v0.6.0 The functionality in Nimbus works fine, as far as it goes, but it implements a method now known to be less than ideally secure and not worth recommending in ",https://github.com/status-im/nimbus-eth2/pull/6805,A_authoritative,Unrated,llm-estimated,beacon-chain:attestation,missing_input_validation,malicious_attestation,client_implementation,client product named in title/description,,
3c83a22575420ffe,prysm,CHANGELOG#b8d85392732d0446,Fix CVE-2025-22869. [[PR]](https://github.com/prysmaticlabs/prysm/pull/15204),### Security - Fix CVE-2025-22869. [[PR]](https://github.com/prysmaticlabs/prysm/pull/15204) - Fix CVE-2025-22870. [[PR]](https://github.com/prysmaticlabs/prysm/pull/15204) - Fix CVE-2025-22872. [[PR]](https://github.com/prysmaticlabs/prysm/pull/15204) - Fix CVE-2025-30204. [[PR]](https://github.com/prysmaticlabs/prysm/pull/15204),https://github.com/prysmaticlabs/prysm/blob/develop/CHANGELOG.md#L1049,A_authoritative,Info,upstream-cvss,data-availability-sampling,other,malformed_input,client_implementation,client product named in title/description,,
9b6f7f93db170dd0,teku,COMMIT#2d0686aac284,Update dependencies (#6359),Removes CVE-2022-2191 from the ignore list as it has now been updated to correctly reflect the affected versions (which doesn't include the version teku is using).,https://github.com/Consensys/teku/commit/2d0686aac28473d7273774ff765dd7613c295877,A_authoritative,Info,upstream-cvss,validator,missing_input_validation,malformed_input,client_implementation,client product named in title/description,,
e1571a89bd83734e,besu,CHANGELOG#238655ed7be48222,resolves CVE-2025-48924,#### Dependencies - Generate distribution dependencies catalog [#8987](https://github.com/hyperledger/besu/pull/8987) - Update commons dependencies [#9114](https://github.com/hyperledger/besu/pull/9114) - resolves CVE-2025-48924 - resolves CVE-2020-15250 - Update Netty [#9112](https://github.com/hyperledger/besu/pull/9112) - resolves CVE-2025-55163,https://github.com/hyperledger/besu/blob/main/CHANGELOG.md#L581,A_authoritative,Info,upstream-cvss,p2p,other,malicious_p2p_message,dependency_or_tooling,known dependency name in title/description,,
e9c4d0538157b24f,besu,CHANGELOG#63a74a07ecb0dd66,Upgrade spring-security-crypto to address CVE-2025-22228 [#8448](https://github.com/hyperledger/besu/pull/8448),### Bug fixes - Fix QBFT and IBFT transitions that change the mining beneficiary [#8387](https://github.com/hyperledger/besu/issues/8387) - `eth_getLogs` - empty topic is a wildcard match [#8420](https://github.com/hyperledger/besu/pull/8420) - Upgrade spring-security-crypto to address CVE-2025-22228 [#8448](https://github.com/hyperledger/besu/pull/8448) - Fix restoring txpool from disk when blob transactions are present [#8481](https://github.com/hyperledger/besu/pull/8481) - Fix for bonsai db ,https://github.com/hyperledger/besu/blob/main/CHANGELOG.md#L836,A_authoritative,Info,upstream-cvss,txpool,improper_state_update,crafted_state,dependency_or_tooling,known dependency name in title/description,,
20477e7159c2e375,besu,CHANGELOG#b166a8611ccc7879,Fix CVE-2026-34480 and CVE-2026-34478 in log4j [#10332](https://github.com/besu-eth/besu/pull/10332),"- `engine_newPayloadV3`/V4/V5: validate parameters before fork-support check so that missing required fields return `-32602` (`INVALID_PARAMS`) instead of `-38005` (`UNSUPPORTED_FORK`), matching the Engine API spec [#10249](https://github.com/besu-eth/besu/pull/10249) - Fix data race in `SyncDurationMetrics` where the backing `HashMap` was mutated from multiple sync threads in parallel, causing missing or zero `sync_duration` samples. [#10277](https://github.com/besu-eth/besu/pull/10277) - Fix c",https://github.com/hyperledger/besu/blob/main/CHANGELOG.md#L133,A_authoritative,Info,upstream-cvss,engine-api,missing_input_validation,crafted_state,dependency_or_tooling,known dependency name in title/description,,
d03b52db03359043,besu,CHANGELOG#be4439032f92d9ee,Upgrade Netty to version 4.1.118 to fix CVE-2025-24970 [#8275](https://github.com/hyperledger/besu/pull/8275),"#### Parallelization - Improve conflict detection by considering slots to reduce false positives [#7923](https://github.com/hyperledger/besu/pull/7923) #### Dependencies - Upgrade Netty to version 4.1.118 to fix CVE-2025-24970 [#8275](https://github.com/hyperledger/besu/pull/8275) - Update the jc-kzg-4844 dependency from 1.0.0 to 2.0.0, which is now available on Maven Central [#7849](https://github.com/hyperledger/besu/pull/7849) - Other dependency updates [#8293](https://github.com/hyperledger/",https://github.com/hyperledger/besu/blob/main/CHANGELOG.md#L878,A_authoritative,Info,upstream-cvss,blobs,crypto_misuse,malformed_input,dependency_or_tooling,known dependency name in title/description,,
b6cb2a5088c2d113,besu,PR#3590,Upgrade Tuweni to version 2.2,"Update Tuweni to version 2.2. This updates the version of icu4j, fixing a vulnerability: https://www.sourceclear.com/vulnerability-database/security/integer-overflow/java/sid-7705 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-18928 Signed-off-by: Stefan Pingel <stefan.pingel@consensys.net>",https://github.com/besu-eth/besu/pull/3590,A_authoritative,Unrated,upstream-cvss,database,integer_overflow_underflow,crafted_state,dependency_or_tooling,known dependency name in title/description,,
besu:hyperledger-besu:PR#7664,besu,PR#7664,Update protobuf to 3.25.5 to resolve CVE-2024-7254,## PR description Our vulnerability scan has shown up a `HIGH` CVE in `com.google.protobuf`: ``` ┌──────────────────────────────────────────────────────────────┬───────────────┬──────────┬────────┬───────────────────┬────────────────────────┬───────────────────────────────────────────────────────────┐ │ Library │ Vulnerability │ Severity │ Status │ Installed Version │ Fixed Version │ Title │ ├──────────────────────────────────────────────────────────────┼───────────────┼──────────┼────────┼─────,https://github.com/besu-eth/besu/pull/7664,A_authoritative,Unrated,upstream-cvss,build-ci,integer_overflow_underflow,malformed_input,dependency_or_tooling,known dependency name in title/description,,
besu:hyperledger-besu:PR#7770,besu,PR#7770,update jose4j version for handling cve CVE-2023-51775,Updated to version 0.9.4,https://github.com/besu-eth/besu/pull/7770,A_authoritative,Unrated,upstream-cvss,build-ci,other,malformed_input,dependency_or_tooling,known dependency name in title/description,,
besu:hyperledger-besu:PR#9710,besu,PR#9710,Update assertj for CVE-2026-24400,## PR description See https://nvd.nist.gov/vuln/detail/CVE-2026-24400 which describes a high severity CVE in assertj. This PR upgrades to `v3.27.7` - see https://github.com/assertj/assertj/releases/tag/assertj-build-3.27.7,https://github.com/besu-eth/besu/pull/9710,A_authoritative,Unrated,upstream-cvss,build-ci,other,malformed_input,dependency_or_tooling,known dependency name in title/description,,
988f488158943300,besu,RELEASE#22.10.0#efa50d00,Updated jackson-databind library to version 2.13.4.2 addressing [CVE-2022-42003](https://nvd.nist.gov/vuln/detail/CVE-2022-42003),[22.10.0] * RocksDB will not be able to downgrade after updating to 22.10.0 if you are looking to return to 22.7.x without a resync. Will will be changing this behavior in a future update. ### Additions and Improvements - Updated jackson-databind library to version 2.13.4.2 addressing [CVE-2022-42003](https://nvd.nist.gov/vuln/detail/CVE-2022-42003) - Update snapsync feature to avoid restarting the download of the world state from scratch when restarting Besu [#4381](https://github.com/hyperledg,https://github.com/besu-eth/besu/releases/tag/22.10.0,A_authoritative,Info,upstream-cvss,sync,improper_state_update,crafted_state,dependency_or_tooling,known dependency name in title/description,,
aae7528edb15c135,besu,RELEASE#22.7.7#f4975b25,update appache-commons-text to 1.10.0 to address CVE-2022-42889 [#4542](https://github.com/hyperledger/besu/pull/4542),[22.7.7] ### Bug Fixes - Corrects treating a block as bad on internal error [#4512](https://github.com/hyperledger/besu/issues/4512) - update appache-commons-text to 1.10.0 to address CVE-2022-42889 [#4542](https://github.com/hyperledger/besu/pull/4542) - In GraphQL update scalar parsing to be variable friendly [#4522](https://github.com/hyperledger/besu/pull/4522) ### Download Links,https://github.com/besu-eth/besu/releases/tag/22.7.7,A_authoritative,Info,upstream-cvss,rpc,missing_input_validation,malformed_input,dependency_or_tooling,dependency action plus security/version signal,,
28f843896069db8d,besu,RELEASE#23.10.2#67f73c3f,"Upgrade netty to address CVE-2023-44487, CVE-2023-34462 [#6100](https://github.com/hyperledger/besu/pull/6100)","[23.10.2] - Remove LowestInvalidNonceCache from `legacy` transaction pool to make it more private networks friendly [#6148](https://github.com/hyperledger/besu/pull/6148) - Optimization: Delete leftPad when capturing the stack before and after a frame execution [#6102](https://github.com/hyperledger/besu/pull/6102) ### Bug fixes - Upgrade netty to address CVE-2023-44487, CVE-2023-34462 [#6100](https://github.com/hyperledger/besu/pull/6100) - Upgrade grpc to address CVE-2023-32731, CVE-2023-33953",https://github.com/besu-eth/besu/releases/tag/23.10.2,A_authoritative,Info,upstream-cvss,gas,incorrect_gas_accounting,malicious_block,dependency_or_tooling,known dependency name in title/description,,
eff1234250453226,erigon,CHANGELOG#751eb606d49aa651,"github.com/buger/jsonparser: bump 1.1.1 → 1.1.2 to address CVE-2026-32285 (HIGH, CVSS 7.5 —","### Security - github.com/buger/jsonparser: bump 1.1.1 → 1.1.2 to address CVE-2026-32285 (HIGH, CVSS 7.5 — out-of-bounds read) (#20018) **Full Changelog**: https://github.com/erigontech/erigon/compare/v3.3.10...v3.4.0",https://github.com/erigontech/erigon/blob/main/ChangeLog.md#L383,A_authoritative,High,upstream-cvss,rpc,missing_bounds_check,malformed_input,dependency_or_tooling,dependency action plus security/version signal,,
3288680a95c53e21,erigon,COMMIT#0abc8b9efd96,build(deps): bump undici from 6.23.0 to 6.24.0 in /.github/workflows/scripts/test_report (#19879),"Bumps [undici](https://github.com/nodejs/undici) from 6.23.0 to 6.24.0. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://github.com/nodejs/undici/releases"">undici's releases</a>.</em></p> <blockquote> <h2>v6.24.0</h2> <h1>Undici v6.24.0 Security Release Notes (LTS)</h1> <p>This release backports fixes for security vulnerabilities affecting the v6 line.</p> <h2>Upgrade guidance</h2> <p>All users on v6 should upgrade to <strong>v6.24.0</strong> or later.</p> <h2>Fixe",https://github.com/erigontech/erigon/commit/0abc8b9efd961a0f727a0f6e86075c12c0e7afbb,A_authoritative,Info,upstream-cvss,state-trie,resource_exhaustion,large_input,dependency_or_tooling,known dependency name in title/description,,
1d5721cb62b937b9,erigon,COMMIT#613625120bda,build(deps): bump github.com/pion/dtls/v3 from 3.0.3 to 3.0.11 (#19159),"Bumps [github.com/pion/dtls/v3](https://github.com/pion/dtls) from 3.0.3 to 3.0.11. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://github.com/pion/dtls/releases"">github.com/pion/dtls/v3's releases</a>.</em></p> <blockquote> <h2>v3.0.11</h2> <p><a href=""https://github.com/pion/dtls/commit/90e241cfec2985715efdd3d005972847462a67d6"">Backport security fix for</a> <a href=""https://github.com/advisories/GHSA-9f3f-wv7r-qc8r"">https://github.com/advisories/GHSA-9f3f-wv7r-q",https://github.com/erigontech/erigon/commit/613625120bda7842642581c98de88fd6ab03c59a,A_authoritative,Info,upstream-cvss,state-trie,missing_bounds_check,malformed_input,dependency_or_tooling,dependency action plus security/version signal,,
e09fdd21649cd021,erigon,COMMIT#71acfeae548d,docs/site: fix Dependabot npm alerts via overrides (#21168),"## Summary Fixes all 5 open Dependabot alerts (4 high, 1 medium) in `docs/site/package-lock.json`. Each is a transitive npm dep, so the fix uses npm `overrides` in `docs/site/package.json`: - `@babel/plugin-transform-modules-systemjs` 7.29.0 → 7.29.4 — [GHSA-fv7c-fp4j-7gwp](https://github.com/advisories/GHSA-fv7c-fp4j-7gwp) (high, arbitrary code generation) - `fast-uri` 3.1.0 → 3.1.2 — [GHSA-v39h-62p7-jpjc](https://github.com/advisories/GHSA-v39h-62p7-jpjc) + [GHSA-q3j6-qgpj-74h6](https://github",https://github.com/erigontech/erigon/commit/71acfeae548d54748cb4c7c10b825d8c4f5d2629,A_authoritative,Info,upstream-cvss,serialization,resource_exhaustion,malformed_input,dependency_or_tooling,dependency action plus security/version signal,,
93076007b5f6d2f2,erigon,COMMIT#7c048051604c,"deps: bump golang.org/x/{net,crypto,sys} for security fixes (#21357)",## Summary Pulls in the Go Security Team's coordinated security releases for `golang.org/x/net` v0.55.0 and `golang.org/x/crypto` v0.52.0. `x/sys` is bumped to v0.45.0 (current latest) as a transitive consequence. ## CVEs addressed ### `golang.org/x/net` v0.54.0 → v0.55.0 - `html` — XSS via namespaced elements in foreign content (CVE-2026-42506) - `html` — XSS via HTML elements in foreign content (CVE-2026-42502) - `html` — DoS via cubic-complexity parse (CVE-2026-25680) - `html` — XSS via chara,https://github.com/erigontech/erigon/commit/7c048051604c52ca1b95420bc8203ab9dfa3a711,A_authoritative,Info,upstream-cvss,precompiles,resource_exhaustion,malformed_input,dependency_or_tooling,known dependency name in title/description,,
de5069512f1a159f,erigon,COMMIT#98508bf43349,"docs/site, tracetest: fix Dependabot npm alerts (uuid, ws) (#21691)","## Summary Fixes all 3 open [Dependabot alerts](https://github.com/erigontech/erigon/security/dependabot) (3 medium) — two transitive npm deps across two lockfiles. Both are fixed with npm `overrides`, the same approach as #21168. | Alert | Package | Lockfile | Bump | |---|---|---|---| | [84](https://github.com/erigontech/erigon/security/dependabot/84) | `uuid` (via `sockjs`) | `docs/site` | 8.3.2 → 11.1.1 | | [82](https://github.com/erigontech/erigon/security/dependabot/82) | `ws` (via `webpack",https://github.com/erigontech/erigon/commit/98508bf433490c4785b0b955df93166d3375f939,A_authoritative,Info,upstream-cvss,build-ci,missing_bounds_check,malformed_input,dependency_or_tooling,dependency action plus security/version signal,,
efe322757de1cdb0,erigon,COMMIT#9a9808f715e1,build(deps): bump github.com/quic-go/quic-go from 0.38.1 to 0.38.2 (#9196),"Bumps [github.com/quic-go/quic-go](https://github.com/quic-go/quic-go) from 0.38.1 to 0.38.2. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://github.com/quic-go/quic-go/releases"">github.com/quic-go/quic-go's releases</a>.</em></p> <blockquote> <h2>v0.38.2</h2> <p>This release contains fixes for a resource exhaustion attack on QUIC's path validation logic (CVE-2023-49295), see <a href=""https://seemann.io/posts/2023-12-18-exploiting-quics-path-validation"">https://se",https://github.com/erigontech/erigon/commit/9a9808f715e1d5f4db31cdb0bbbd82834e4fcbd0,A_authoritative,Info,upstream-cvss,build-ci,missing_input_validation,malformed_input,dependency_or_tooling,known dependency name in title/description,,
d062b8ac653cd7a7,erigon,COMMIT#ad6ca9a2d4db,ci: fix undici CVE-2026-22036 in test_report script (#19796),"## Summary - Upgrade `@actions/github` v6→v9 and `@actions/core` v1→v2 in `.github/workflows/scripts/test_report/` to resolve CVE-2026-22036 (undici < 6.23.0, moderate severity) - Adjust `tsconfig.json` (target ES2022, module/moduleResolution Node16) and `debug.ts` import for compatibility with newer `@octokit` type declarations - `npm audit` now reports 0 vulnerabilities ## Note on pion/dtls/v2 The other Dependabot alert (`github.com/pion/dtls/v2` ≤ 2.2.12) is blocked on upstream: v2.2.12 is th",https://github.com/erigontech/erigon/commit/ad6ca9a2d4dbcccc9b051a441432e1a4d6275755,A_authoritative,Info,llm-estimated,build-ci,missing_input_validation,malicious_p2p_message,dependency_or_tooling,known dependency name in title/description,,
550962ddcdb2470a,erigon,COMMIT#d7214209be74,".github, docs: bump vulnerable npm deps (undici, joi, js-yaml, @babel/core) (#21963)","Resolves the open Dependabot alerts for transitive npm dependencies. All affected packages live in **CI/docs tooling only** — none ship in the `erigon` binary (`test_report` runs inside GitHub Actions; `docs/site` is the Docusaurus build). ## Fixes | Advisory | Package | Manifest | Change | Alert | |----------|---------|----------|--------|-------| | CVE-2026-12151 (GHSA-vxpw-j846-p89q, high) | undici | `.github/workflows/scripts/test_report` | `6.24.1` → `^6.27.0` (override) | [102](https://git",https://github.com/erigontech/erigon/commit/d7214209be74c0b228d0b79163f93d6b134e468f,A_authoritative,Info,upstream-cvss,build-ci,crypto_misuse,malformed_input,dependency_or_tooling,known dependency name in title/description,,
